2022,Suneet,,Agarwal,"['Harvard Medical School', ""Boston Children's Hospital""]",['Bone marrow transplantation'],,['ASCI']
2022,Andrew,,Aguirre,"['Harvard Medical School', 'Dana-Farber Cancer Institute']",['Medical Oncology'],,['ASCI']
2022,Emmanuel,,Antonarakis,['University of Minnesota Medical School'],['Oncology'],,['ASCI']
2022,Andrea,,Apolo,"['NIH', 'National Cancer Institute (NCI)']",['Oncology'],,['ASCI']
2022,Valerie,,Arboleda,['University of California Los Angeles David Geffen School of Medicine'],"['Genetics', 'Genomics', 'Laboratory Medicine', 'Pathology']",,['ASCI']
2022,Justin,,Bailey,['Johns Hopkins University School of Medicine'],['Infectious Disease'],,['ASCI']
2022,Ashwin,,Balagopal,['Johns Hopkins University School of Medicine'],['Infectious Disease'],,['ASCI']
2022,Nisha,,Bansal,['University of Washington School of Medicine'],['Nephrology'],,['ASCI']
2022,Grant,,Barish,['Northwestern University Feinberg School of Medicine'],['Endocrinology'],,['ASCI']
2022,Vivek,,Bhalla,['Stanford University School of Medicine'],['Nephrology'],,['ASCI']
2022,Florence,,Bourgeois,"['Harvard Medical School', ""Boston Children's Hospital""]",['Pediatrics'],,['ASCI']
2022,Rebecca,,Brown,"['NIH', 'National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)']",['Pediatrics'],,['ASCI']
2022,Ann,,Chahroudi,['Emory University School of Medicine'],['Pediatrics'],,['ASCI']
2022,William,,Checkley,['Johns Hopkins University School of Medicine'],['Pulmonology'],,['ASCI']
2022,Grace,,Chen,['University of Michigan Medical School'],['Medical Oncology'],,['ASCI']
2022,Ying,,Chen,['Washington University School of Medicine in St. Louis'],"['Medicine', 'Nephrology']",,['ASCI']
2022,Daniel,,Chertow,['National Institutes of Health'],['Critical Care Medicine'],,['ASCI']
2022,Julio,,Chirinos,['University of Pennsylvania Perelman School of Medicine'],['Cardiology'],,['ASCI']
2022,Vineet,,Chopra,['University of Michigan Medical School'],['Internal Medicine'],,['ASCI']
2022,Toni,,Choueiri,"['Harvard Medical School', 'Dana-Farber Cancer Institute']",['Medical Oncology'],,['ASCI']
2022,Charles,,Dela Cruz,['University of Pittsburgh School of Medicine'],['Internal Medicine'],,['ASCI']
2022,Shadmehr,,Demehri,"['Harvard Medical School', 'Massachusetts General Hospital']",['Dermatology'],,['ASCI']
2022,Michelle,,Denburg,"[""Children's Hospital of Philadelphia""]",['Pediatrics'],,['ASCI']
2022,Hitesh,,Deshmukh,['University of Cincinnati College of Medicine'],['Neonatology'],,['ASCI']
2022,Michael,,Donnino,"['Harvard Medical School', 'Beth Israel Deaconess Medical Center']",['Emergency Medicine'],,['ASCI']
2022,Stavros,,Drakos,['University of Utah School of Medicine'],['Cardiology'],,['ASCI']
2022,Tarek,,Ashkar,['Indiana University School of Medicine'],['Internal Medicine'],,['ASCI']
2022,Areej,,El-Jawahri,"['Harvard Medical School', 'Massachusetts General Hospital']",['Outcomes research'],,['ASCI']
2022,Scott,,Evans,['University of Texas MD Anderson Cancer Center'],['Medicine'],,['ASCI']
2022,Zachary,,Freyberg,['University of Pittsburgh School of Medicine'],['Psychiatry'],,['ASCI']
2022,Pamela,,Guerrerio,"['NIH', 'National Institute of Allergy and Infectious Diseases (NIAID)']",['Allergy'],,['ASCI']
2022,Ankush,,Gosain,['University of Colorado Health Sciences Center'],['Surgery'],,['ASCI']
2022,Rebecca,,Gottesman,"['NIH', 'National Institute of Neurological Disorders and Stroke (NINDS)']",['Neurology'],,['ASCI']
2022,Maria,,Gramatges,['Baylor College of Medicine'],['Pediatrics'],,['ASCI']
2022,Natasha,,Halasa,['Vanderbilt University School of Medicine'],['Pediatrics'],,['ASCI']
2022,Neil,,Hanchard,"['NIH', 'National Human Genome Research Institute (NHGRI)']",['Genetics'],,['ASCI']
2022,Ronna,,Hertzano,['University of Maryland School of Medicine'],['Otolaryngology'],,['ASCI']
2022,Andrew,,Hsieh,['Fred Hutchinson Cancer Center'],"['Cancer biology', 'Medical Oncology', 'Molecular Biology']",,['ASCI']
2022,Peter,,Hunt,['University of California San Francisco School of Medicine'],['HIV'],,['ASCI']
2022,Rajan,,Jain,['University of Pennsylvania Perelman School of Medicine'],"['Cardiovascular Medicine', 'Cell Biology', 'Developmental Biology', 'Genetics']",,['ASCI']
2022,Manuel,,Jimenez,"['Rutgers', 'Robert Wood Johnson Medical School']",['Pediatrics'],,['ASCI']
2022,Lori,,Jordan,['Vanderbilt University School of Medicine'],"['Neurology', 'Pediatrics']",,['ASCI']
2022,Kristopher,,Kahle,"['Harvard Medical School', 'Massachusetts General Hospital']",['Neurosurgery'],,['ASCI']
2022,Rosandra,,Kaplan,"['NIH', 'National Cancer Institute (NCI)']",['Oncology'],,['ASCI']
2022,Navin,,Kapur,['Tufts Medical Center'],['Cardiovascular Disease'],,['ASCI']
2022,Matthew,,Kayser,['University of Pennsylvania Perelman School of Medicine'],['Psychiatry'],,['ASCI']
2022,Brian,,Kim,['Icahn School of Medicine at Mount Sinai'],['Dermatology'],,['ASCI']
2022,Katherine,,King,['Baylor College of Medicine'],['Pediatrics'],,['ASCI']
2022,Jason,,Knight,['University of Michigan Medical School'],['Rheumatology'],,['ASCI']
2022,Tim,,Lahm,['National Jewish Health'],['Pulmonology'],,['ASCI']
2022,Kory,,Lavine,['Washington University School of Medicine in St. Louis'],['Cardiovascular Disease'],,['ASCI']
2022,Nicholas,,Leeper,['Stanford University School of Medicine'],['Cardiovascular Medicine'],,['ASCI']
2022,Jonathan,,Li,"['Harvard Medical School', 'Brigham & Women’s Hospital']","['HIV', 'Infectious Disease', 'Virology']",,['ASCI']
2022,Joseph,,Liao,['Stanford University School of Medicine'],['Surgery'],,['ASCI']
2022,Kathleen,,Liu,['University of California San Francisco School of Medicine'],['Nephrology'],,['ASCI']
2022,Thomas,,Lloyd,['Johns Hopkins University School of Medicine'],['Neurology'],,['ASCI']
2022,Jayme,,Locke,['University of Alabama at Birmingham School of Medicine'],['Surgery'],,['ASCI']
2022,Randy,,Longman,['Weill Cornell Medicine'],['Gastroenterology'],,['ASCI']
2022,Scott,,Lorch,['University of Pennsylvania Perelman School of Medicine'],['Pediatrics'],,['ASCI']
2022,Jennifer,,Mack,"['Harvard Medical School', 'Dana-Farber Cancer Institute']",['Pediatrics'],,['ASCI']
2022,Vincent,,Marconi,['Emory University School of Medicine'],['Infectious Disease'],,['ASCI']
2022,Gregory,,Marcus,['University of California San Francisco School of Medicine'],['Cardiology'],,['ASCI']
2022,Emanual,,Maverakis,['University of California Davis School of Medicine'],['Dermatology'],,['ASCI']
2022,Florencia,,McAllister,['University of Texas MD Anderson Cancer Center'],['Oncology'],,['ASCI']
2022,Saurabh,,Mehandru,['Icahn School of Medicine at Mount Sinai'],['Gastroenterology'],,['ASCI']
2022,Raina,,Merchant,['University of Pennsylvania Perelman School of Medicine'],['Emergency Medicine'],,['ASCI']
2022,Luc,,Morris,['Memorial Sloan Kettering Cancer Center'],"['Cancer genetics', 'Oncology', 'Otolaryngology', 'Surgery', 'Surgical oncology']",,['ASCI']
2022,Susanna,,Naggie,['Duke University School of Medicine'],['Medicine'],,['ASCI']
2022,Ken,,Nakamura,['Gladstone Institutes'],['Neurology'],,['ASCI']
2022,Pradeep,,Natarajan,"['Harvard Medical School', 'Massachusetts General Hospital']",['Cardiology'],,['ASCI']
2022,Lise,,Nigrovic,"['Harvard Medical School', ""Boston Children's Hospital""]",['Pediatrics'],,['ASCI']
2022,Marcella,,Nunez-Smith,['Yale School of Medicine'],['Internal Medicine'],,['ASCI']
2022,Audrey,,John,"[""Children's Hospital of Philadelphia""]",['Pediatrics'],,['ASCI']
2022,Sara,,Pai,['Yale School of Medicine'],"['Oncology', 'Otolaryngology', 'Surgical oncology']",,['ASCI']
2022,Sudarshan,,Rajagopal,['Duke University School of Medicine'],['Cardiovascular Disease'],,['ASCI']
2022,Matthew,,Rondina,['University of Utah School of Medicine'],['Medicine'],,['ASCI']
2022,Mohammad,,Sajadi,['University of Maryland School of Medicine'],['Internal Medicine'],,['ASCI']
2022,Tamer,,Sallam,['University of California Los Angeles David Geffen School of Medicine'],"['Cardiology', 'Cardiovascular Disease', 'Genetics', 'Genomics', 'Medicine', 'Metabolism', 'Molecular Biology']",,['ASCI']
2022,Mara,,Schonberg,"['Harvard Medical School', 'Beth Israel Deaconess Medical Center']",['Internal Medicine'],,['ASCI']
2022,Robert,,Schwartz,['Weill Cornell Medicine'],['Hepatology'],,['ASCI']
2022,Julie,,Schwarz,['Washington University School of Medicine in St. Louis'],['Radiation Oncology'],,['ASCI']
2022,Anthony,,Shum,['University of California San Francisco School of Medicine'],['Pulmonology'],,['ASCI']
2022,Mark,,Siedner,"['Harvard Medical School', 'Massachusetts General Hospital']",['Internal Medicine'],,['ASCI']
2022,Markus,,Siegelin,['Columbia University Vagelos College of Physicians and Surgeons'],['Cell Biology'],,['ASCI']
2022,Jason,,Sperry,['University of Pittsburgh School of Medicine'],['Surgery'],,['ASCI']
2022,Anish,,Thomas,"['NIH', 'National Cancer Institute (NCI)']",['Medical Oncology'],,['ASCI']
2022,Anne-Catrin,,Uhlemann,['Columbia University Vagelos College of Physicians and Surgeons'],['Medicine'],,['ASCI']
2022,Nikhil,,Wagle,['Genentech'],['Oncology'],,['ASCI']
2022,David,,Wald,['Case Western Reserve University School of Medicine'],['Pathology'],,['ASCI']
2022,Emily,,Wang,['Yale School of Medicine'],['Internal Medicine'],,['ASCI']
2022,Michael,,Ward,"['NIH', 'National Institute of Neurological Disorders and Stroke (NINDS)']",['Neurology'],,['ASCI']
2022,Consuelo,,Wilkins,['Vanderbilt University School of Medicine'],['Internal Medicine'],,['ASCI']
2022,Rachel,,Zemans,['University of Michigan Medical School'],['Internal Medicine'],,['ASCI']
2022,Shan,,Zha,['Columbia University Vagelos College of Physicians and Surgeons'],['Cancer biology'],,['ASCI']
2022,Opeolu,,Makanju,['Washington University School of Medicine in St.Louis'],['Emergency Medicine'],,['ASCI']
